customerID;SeniorCitizen;tenure;Contract;PaymentMethod;MonthlyCharges;Churn;tenure_group;auto_payment
2799-ARNLO;Yes;5;Month-to-month;Electronic check;69.35;No;< 1 ano;Manual
7563-BIUPC;No;5;Month-to-month;Electronic check;80.6;Yes;< 1 ano;Manual
5027-YOCXN;No;51;One year;Credit card (automatic);110.05;No;> 2 anos;Automatico
3973-SKMLN;No;71;Two year;Credit card (automatic);19.9;No;> 2 anos;Automatico
2321-OMBXY;No;38;One year;Credit card (automatic);80.3;Yes;> 2 anos;Automatico
2840-XANRC;Yes;24;Month-to-month;Electronic check;93.15;Yes;> 2 anos;Manual
6745-JEFZB;No;35;Month-to-month;Credit card (automatic);91.5;No;> 2 anos;Automatico
5020-ZSTTY;Yes;54;One year;Bank transfer (automatic);82.45;Yes;> 2 anos;Automatico
9880-TDQAC;No;72;Two year;Electronic check;60;No;> 2 anos;Manual
8705-WZCYL;No;1;Month-to-month;Electronic check;44.8;No;< 1 ano;Manual
7102-JJVTX;No;9;One year;Mailed check;48.6;No;< 1 ano;Manual
8626-PTQGE;No;69;Two year;Bank transfer (automatic);60.05;No;> 2 anos;Automatico
4983-CLMLV;No;52;Month-to-month;Credit card (automatic);102.7;No;> 2 anos;Automatico
5701-YVSVF;Yes;11;Month-to-month;Electronic check;82.9;No;< 1 ano;Manual
5804-LEPIM;Yes;2;Month-to-month;Electronic check;70.35;Yes;< 1 ano;Manual
5697-GOMBF;Yes;28;Month-to-month;Electronic check;35.9;No;> 2 anos;Manual
2739-CACDQ;Yes;17;Month-to-month;Credit card (automatic);82.65;No;1-2 anos;Automatico
9385-EHGDO;No;35;Two year;Mailed check;19.85;No;> 2 anos;Manual
9498-FIMXL;No;8;One year;Mailed check;19.2;No;< 1 ano;Manual
2379-GYFLQ;No;46;One year;Credit card (automatic);94.9;No;> 2 anos;Automatico
0122-OAHPZ;No;7;Month-to-month;Electronic check;73.85;Yes;< 1 ano;Manual
2868-SNELZ;No;2;Month-to-month;Mailed check;80.6;Yes;< 1 ano;Manual
4322-RCYMT;No;68;One year;Bank transfer (automatic);75.8;Yes;> 2 anos;Automatico
6680-NENYN;No;43;Two year;Electronic check;104.6;Yes;> 2 anos;Manual
2088-IEBAU;No;68;Two year;Electronic check;88.15;No;> 2 anos;Manual
7982-VCELR;No;36;Month-to-month;Credit card (automatic);94.8;No;> 2 anos;Automatico
1343-EHPYB;No;63;Month-to-month;Electronic check;103.4;Yes;> 2 anos;Manual
6035-BXTTY;Yes;32;Month-to-month;Bank transfer (automatic);54.65;No;> 2 anos;Automatico
6885-PKOAM;No;71;Two year;Credit card (automatic);85.75;No;> 2 anos;Automatico
7520-HQWJU;No;66;Month-to-month;Bank transfer (automatic);67.45;No;> 2 anos;Automatico
9639-BUJXT;No;63;One year;Mailed check;20.5;No;> 2 anos;Manual
5924-SNGKP;No;41;One year;Credit card (automatic);20.25;No;> 2 anos;Automatico
0021-IKXGC;Yes;1;Month-to-month;Electronic check;72.1;No;< 1 ano;Manual
2034-GDRCN;No;2;Month-to-month;Electronic check;90.4;Yes;< 1 ano;Manual
8966-SNIZF;No;70;Two year;Bank transfer (automatic);19.45;No;> 2 anos;Automatico
6243-OZGFH;No;23;Month-to-month;Electronic check;44.95;No;1-2 anos;Manual
4654-DLAMQ;Yes;64;One year;Bank transfer (automatic);97;No;> 2 anos;Automatico
0513-RBGPE;No;37;Two year;Credit card (automatic);62.8;No;> 2 anos;Automatico
5160-UXJED;No;17;One year;Mailed check;44.6;No;1-2 anos;Manual
4115-NZRKS;Yes;7;Month-to-month;Electronic check;89.15;No;< 1 ano;Manual
0219-YTZUE;No;4;Month-to-month;Bank transfer (automatic);84.8;Yes;< 1 ano;Automatico
0623-IIHUG;Yes;21;Month-to-month;Electronic check;41.9;Yes;1-2 anos;Manual
4572-DVCGN;No;10;Month-to-month;Bank transfer (automatic);80.25;Yes;< 1 ano;Automatico
3351-NGXYI;Yes;16;Month-to-month;Electronic check;54.1;No;1-2 anos;Manual
8984-EYLLL;No;64;Two year;Electronic check;105.25;No;> 2 anos;Manual
9057-MSWCO;Yes;27;Month-to-month;Credit card (automatic);30.75;Yes;> 2 anos;Automatico
9833-TGFHX;No;42;One year;Electronic check;97.1;No;> 2 anos;Manual
9294-TDIPC;No;5;Month-to-month;Mailed check;20.2;No;< 1 ano;Manual
5229-DTFYB;No;41;Two year;Bank transfer (automatic);98.8;No;> 2 anos;Automatico
0104-PPXDV;No;58;One year;Credit card (automatic);50.3;No;> 2 anos;Automatico
5176-LMJXE;No;47;Two year;Mailed check;20.55;No;> 2 anos;Manual
3583-KRKMD;No;18;Month-to-month;Bank transfer (automatic);75.9;No;1-2 anos;Automatico
1010-DIAUQ;No;5;Month-to-month;Bank transfer (automatic);96.5;Yes;< 1 ano;Automatico
9069-LGEUL;No;23;Month-to-month;Bank transfer (automatic);59.95;No;1-2 anos;Automatico
7302-ZHMHP;No;1;Month-to-month;Mailed check;19.15;No;< 1 ano;Manual
9571-EDEBV;No;71;One year;Credit card (automatic);98.65;No;> 2 anos;Automatico
3520-FJGCV;No;72;Two year;Credit card (automatic);112.6;No;> 2 anos;Automatico
6563-VRERX;No;33;One year;Mailed check;20.6;No;> 2 anos;Manual
0259-GBZSH;No;2;Month-to-month;Electronic check;85.65;Yes;< 1 ano;Manual
6122-EFVKN;No;24;Two year;Mailed check;35.75;No;> 2 anos;Manual
2805-EDJPQ;No;56;One year;Credit card (automatic);99.75;No;> 2 anos;Automatico
6862-CQUMB;No;37;Month-to-month;Credit card (automatic);96.1;No;> 2 anos;Automatico
7156-MXBJE;No;43;One year;Credit card (automatic);85.1;No;> 2 anos;Automatico
6158-HDPXZ;No;1;Month-to-month;Mailed check;25.35;No;< 1 ano;Manual
9601-BRXPO;No;25;Month-to-month;Bank transfer (automatic);104.95;Yes;> 2 anos;Automatico
2863-IMQDR;No;61;Two year;Electronic check;89.65;No;> 2 anos;Manual
5686-CMAWK;No;17;One year;Electronic check;86.75;No;1-2 anos;Manual
5651-CRHKQ;No;41;One year;Bank transfer (automatic);86.2;No;> 2 anos;Automatico
6905-NIQIN;No;1;Month-to-month;Mailed check;50.65;Yes;< 1 ano;Manual
8204-YJCLA;Yes;72;Two year;Bank transfer (automatic);64.8;No;> 2 anos;Automatico
5167-ZFFMM;No;1;Month-to-month;Credit card (automatic);90.85;Yes;< 1 ano;Automatico
6583-SZVGP;No;48;Two year;Bank transfer (automatic);108.1;No;> 2 anos;Automatico
4895-TMWIR;Yes;11;Month-to-month;Mailed check;19.95;Yes;< 1 ano;Manual
0533-BNWKF;Yes;55;Month-to-month;Electronic check;85.45;Yes;> 2 anos;Manual
1708-PBBOA;No;42;One year;Electronic check;54.75;No;> 2 anos;Manual
8782-LKFPK;No;44;Month-to-month;Mailed check;90.4;No;> 2 anos;Manual
5522-JBWMO;No;1;Month-to-month;Electronic check;44;No;< 1 ano;Manual
3597-MVHJT;No;27;Month-to-month;Bank transfer (automatic);95.6;No;> 2 anos;Automatico
9774-NRNAU;Yes;27;Month-to-month;Bank transfer (automatic);84.8;No;> 2 anos;Automatico
0224-RLWWD;Yes;2;Month-to-month;Electronic check;44.3;No;< 1 ano;Manual
9967-ATRFS;No;19;Month-to-month;Mailed check;19.9;No;1-2 anos;Manual
3951-NJCVI;Yes;42;Month-to-month;Electronic check;95.05;No;> 2 anos;Manual
2977-CEBSX;No;66;Two year;Credit card (automatic);90.05;No;> 2 anos;Automatico
0177-PXBAT;Yes;33;Month-to-month;Bank transfer (automatic);109.9;No;> 2 anos;Automatico
6599-CEBNN;No;34;Month-to-month;Credit card (automatic);73.95;Yes;> 2 anos;Automatico
2519-ERQOJ;Yes;33;Month-to-month;Electronic check;54.6;No;> 2 anos;Manual
5876-QMYLD;No;23;One year;Mailed check;20.05;No;1-2 anos;Manual
2277-AXSDC;No;32;One year;Bank transfer (automatic);19.75;No;> 2 anos;Automatico
9442-JTWDL;No;11;One year;Credit card (automatic);20.05;No;< 1 ano;Automatico
0979-PHULV;No;69;Month-to-month;Credit card (automatic);99.45;Yes;> 2 anos;Automatico
3067-SVMTC;No;68;One year;Bank transfer (automatic);55.9;No;> 2 anos;Automatico
5495-GPSRW;No;20;Two year;Mailed check;19.7;No;1-2 anos;Manual
7606-BPHHN;No;72;Two year;Credit card (automatic);19.8;No;> 2 anos;Automatico
4742-DRORA;No;60;One year;Bank transfer (automatic);95.4;No;> 2 anos;Automatico
0111-KLBQG;Yes;32;Month-to-month;Mailed check;93.95;No;> 2 anos;Manual
4800-VHZKI;No;1;Month-to-month;Mailed check;19.9;Yes;< 1 ano;Manual
7989-CHGTL;No;1;Month-to-month;Mailed check;19.6;Yes;< 1 ano;Manual
0334-GDDSO;Yes;3;Month-to-month;Electronic check;81.35;Yes;< 1 ano;Manual
4163-NCJAK;No;46;One year;Bank transfer (automatic);24.45;No;> 2 anos;Automatico
5233-AOZUF;No;29;Month-to-month;Electronic check;74.95;No;> 2 anos;Manual
5973-EJGDP;No;51;Month-to-month;Electronic check;87.35;No;> 2 anos;Manual
1996-DBMUS;Yes;48;Month-to-month;Bank transfer (automatic);70.65;No;> 2 anos;Automatico
7916-VCCPB;No;16;Month-to-month;Bank transfer (automatic);73.25;No;1-2 anos;Automatico
4686-GEFRM;No;70;Two year;Bank transfer (automatic);98.7;No;> 2 anos;Automatico
5249-QYHEX;No;40;Two year;Mailed check;24.8;No;> 2 anos;Manual
0578-SKVMF;No;22;Month-to-month;Electronic check;83.3;Yes;1-2 anos;Manual
5564-NEMQO;Yes;1;Month-to-month;Bank transfer (automatic);75.3;Yes;< 1 ano;Automatico
2233-FAGXV;No;5;Month-to-month;Mailed check;24.3;No;< 1 ano;Manual
5605-IYGFG;No;7;Month-to-month;Bank transfer (automatic);69.85;No;< 1 ano;Automatico
7663-ZTEGJ;No;29;One year;Credit card (automatic);100.55;No;> 2 anos;Automatico
3935-TBRZZ;No;44;One year;Mailed check;25.7;No;> 2 anos;Manual
8111-BKVDS;No;10;Month-to-month;Bank transfer (automatic);40.7;No;< 1 ano;Automatico
2055-SIFSS;Yes;55;Month-to-month;Bank transfer (automatic);51.65;No;> 2 anos;Automatico
2806-MLNTI;Yes;52;One year;Bank transfer (automatic);105.1;No;> 2 anos;Automatico
8734-DKSTZ;No;10;Month-to-month;Electronic check;85.95;No;< 1 ano;Manual
4360-PNRQB;No;18;Month-to-month;Bank transfer (automatic);75.6;No;1-2 anos;Automatico
6152-ONASV;No;68;One year;Bank transfer (automatic);58.25;No;> 2 anos;Automatico
9063-ZGTUY;No;61;Month-to-month;Mailed check;19.4;Yes;> 2 anos;Manual
7781-HVGMK;No;72;Two year;Credit card (automatic);65.2;No;> 2 anos;Automatico
2181-UAESM;No;2;Month-to-month;Electronic check;53.45;No;< 1 ano;Manual
2957-LOLHO;No;12;Month-to-month;Bank transfer (automatic);45.4;Yes;1-2 anos;Automatico
6048-NJXHX;No;41;Two year;Electronic check;19.75;No;> 2 anos;Manual
2320-SLKMB;No;26;Month-to-month;Credit card (automatic);44.45;No;> 2 anos;Automatico
4980-URKXC;No;36;One year;Bank transfer (automatic);20.85;No;> 2 anos;Automatico
4376-KFVRS;No;72;Two year;Credit card (automatic);114.05;No;> 2 anos;Automatico
5886-VLQVU;No;35;Month-to-month;Bank transfer (automatic);89.85;No;> 2 anos;Automatico
3577-AMVUX;No;1;Month-to-month;Mailed check;55.05;No;< 1 ano;Manual
0771-WLCLA;No;16;Month-to-month;Electronic check;112.95;No;1-2 anos;Manual
5628-RKIFK;Yes;49;Month-to-month;Credit card (automatic);101.55;No;> 2 anos;Automatico
0206-TBWLC;No;54;One year;Mailed check;114.65;No;> 2 anos;Manual
2937-FTHUR;No;18;Month-to-month;Electronic check;64.8;No;1-2 anos;Manual
1910-FMXJM;No;36;Month-to-month;Electronic check;80.4;No;> 2 anos;Manual
7752-XUSCI;No;60;Month-to-month;Electronic check;105.9;Yes;> 2 anos;Manual
4110-PFEUZ;No;1;Month-to-month;Mailed check;69.55;Yes;< 1 ano;Manual
0732-OCQOC;No;52;Two year;Bank transfer (automatic);25.05;No;> 2 anos;Automatico
5168-MSWXT;No;8;Month-to-month;Electronic check;94.75;No;< 1 ano;Manual
1090-ESELR;No;72;Two year;Bank transfer (automatic);105.5;No;> 2 anos;Automatico
8592-PLTMQ;No;64;One year;Mailed check;24.7;No;> 2 anos;Manual
5760-WRAHC;Yes;22;Month-to-month;Mailed check;69.75;No;1-2 anos;Manual
8847-GEOOQ;No;60;Month-to-month;Bank transfer (automatic);60.2;No;> 2 anos;Automatico
0256-LTHVJ;No;28;Month-to-month;Electronic check;81.05;Yes;> 2 anos;Manual
4785-FCIFB;No;61;Two year;Mailed check;24.4;No;> 2 anos;Manual
8313-NDOIA;No;24;Month-to-month;Electronic check;104.15;No;> 2 anos;Manual
5149-CUZUJ;No;28;One year;Bank transfer (automatic);92.9;No;> 2 anos;Automatico
0942-KOWSM;No;30;Two year;Bank transfer (automatic);80.8;No;> 2 anos;Automatico
4237-CLSMM;No;2;Month-to-month;Mailed check;20;No;< 1 ano;Manual
1452-VOQCH;No;1;Month-to-month;Electronic check;75.1;No;< 1 ano;Manual
4719-UMSIY;No;6;Month-to-month;Mailed check;19.65;No;< 1 ano;Manual
6614-VBEGU;No;24;Month-to-month;Bank transfer (automatic);69.45;No;> 2 anos;Automatico
0880-TKATG;No;4;Month-to-month;Electronic check;101.15;Yes;< 1 ano;Manual
3811-VBYBZ;No;7;Month-to-month;Electronic check;99.8;Yes;< 1 ano;Manual
1480-BKXGA;Yes;72;Two year;Bank transfer (automatic);116.05;No;> 2 anos;Automatico
2996-XAUVF;No;70;Two year;Mailed check;40.05;No;> 2 anos;Manual
9076-AXYIK;Yes;64;Two year;Electronic check;102.1;No;> 2 anos;Manual
5968-XQIVE;No;72;One year;Electronic check;89.7;No;> 2 anos;Manual
8896-RAZCR;No;44;Two year;Mailed check;19.9;No;> 2 anos;Manual
4640-UHDOS;No;13;Month-to-month;Electronic check;55.95;Yes;1-2 anos;Manual
4933-IKULF;Yes;17;One year;Mailed check;20.65;No;1-2 anos;Manual
3583-EKAPL;No;1;Month-to-month;Electronic check;55;Yes;< 1 ano;Manual
1304-BCCFO;No;9;Month-to-month;Mailed check;70.05;No;< 1 ano;Manual
4104-PVRPS;No;24;Month-to-month;Mailed check;53.6;No;> 2 anos;Manual
9399-APLBT;No;1;Month-to-month;Electronic check;74.7;Yes;< 1 ano;Manual
2359-KMGLI;No;24;Month-to-month;Electronic check;80.25;Yes;> 2 anos;Manual
3780-DDGSE;Yes;35;Month-to-month;Electronic check;76.05;No;> 2 anos;Manual
4431-EDMIQ;No;7;Month-to-month;Electronic check;75.7;No;< 1 ano;Manual
0306-JAELE;No;5;Month-to-month;Electronic check;96.1;Yes;< 1 ano;Manual
6227-HWPWX;No;15;Month-to-month;Bank transfer (automatic);69;Yes;1-2 anos;Automatico
0486-LGCCH;No;11;Two year;Mailed check;19.65;No;< 1 ano;Manual
0447-BEMNG;No;48;Month-to-month;Bank transfer (automatic);45.3;Yes;> 2 anos;Automatico
4612-SSVHJ;Yes;20;Month-to-month;Electronic check;81.45;No;1-2 anos;Manual
5168-MQQCA;No;72;One year;Bank transfer (automatic);108.5;No;> 2 anos;Automatico
5949-XIKAE;No;8;Month-to-month;Electronic check;83.55;Yes;< 1 ano;Manual
7971-HLVXI;No;72;Two year;Credit card (automatic);84.5;No;> 2 anos;Automatico
9094-AZPHK;No;15;Month-to-month;Electronic check;100.15;No;1-2 anos;Manual
3649-JPUGY;No;72;Two year;Bank transfer (automatic);88.6;No;> 2 anos;Automatico
4472-LVYGI;No;0;Two year;Bank transfer (automatic);52.55;No;< 1 ano;Automatico
8372-JUXUI;No;1;Month-to-month;Electronic check;74.35;Yes;< 1 ano;Manual
3552-CTCYF;No;63;Two year;Bank transfer (automatic);104.8;No;> 2 anos;Automatico
6778-YSNIH;No;2;Month-to-month;Electronic check;59;No;< 1 ano;Manual
0388-EOPEX;No;2;Month-to-month;Electronic check;74.4;Yes;< 1 ano;Manual
5756-OZRIO;Yes;61;One year;Bank transfer (automatic);64.05;No;> 2 anos;Automatico
6579-JPICP;No;1;Month-to-month;Mailed check;20.4;No;< 1 ano;Manual
8205-OTCHB;No;22;One year;Bank transfer (automatic);43.75;Yes;1-2 anos;Automatico
4134-BSXLX;No;28;Month-to-month;Mailed check;60.9;No;> 2 anos;Manual
0505-SPOOW;No;70;Two year;Bank transfer (automatic);19.8;No;> 2 anos;Automatico
6235-VDHOM;Yes;5;Month-to-month;Electronic check;28.45;Yes;< 1 ano;Manual
7783-YKGDV;No;12;Month-to-month;Bank transfer (automatic);99.7;Yes;1-2 anos;Automatico
4374-YMUSQ;No;34;One year;Credit card (automatic);116.25;No;> 2 anos;Automatico
4513-CXYIX;Yes;71;Two year;Credit card (automatic);80.7;No;> 2 anos;Automatico
3957-HHLMR;No;70;One year;Bank transfer (automatic);65.2;No;> 2 anos;Automatico
7803-XOCCZ;No;52;Month-to-month;Bank transfer (automatic);84.05;No;> 2 anos;Automatico
5736-YEJAX;No;69;Two year;Credit card (automatic);79.45;No;> 2 anos;Automatico
5609-CEBID;Yes;20;Month-to-month;Electronic check;94.1;Yes;1-2 anos;Manual
8981-FJGLA;No;11;Month-to-month;Mailed check;78;No;< 1 ano;Manual
7218-HKQFK;No;2;Month-to-month;Electronic check;94.2;Yes;< 1 ano;Manual
4636-QRJKY;No;6;Month-to-month;Electronic check;80.5;Yes;< 1 ano;Manual
1135-LMECX;No;1;Month-to-month;Mailed check;19.85;No;< 1 ano;Manual
4332-MUOEZ;Yes;20;One year;Credit card (automatic);94.3;No;1-2 anos;Automatico
8535-SFUTN;No;61;Month-to-month;Electronic check;106.45;No;> 2 anos;Manual
5956-VKDTT;Yes;5;Month-to-month;Electronic check;74.35;Yes;< 1 ano;Manual
8677-HDZEE;No;56;Month-to-month;Bank transfer (automatic);105.45;No;> 2 anos;Automatico
2475-MROZF;No;30;Month-to-month;Credit card (automatic);95;No;> 2 anos;Automatico
9412-GHEEC;No;40;Month-to-month;Bank transfer (automatic);104.8;Yes;> 2 anos;Automatico
3482-ABPKK;No;28;One year;Mailed check;54.3;No;> 2 anos;Manual
6705-LXORM;Yes;5;Month-to-month;Electronic check;70.05;No;< 1 ano;Manual
0257-ZESQC;Yes;27;Month-to-month;Bank transfer (automatic);75.2;Yes;> 2 anos;Automatico
7531-GQHME;No;12;Month-to-month;Credit card (automatic);20.05;No;1-2 anos;Automatico
5174-ITUMV;No;67;One year;Electronic check;105.4;No;> 2 anos;Manual
4109-CYRBD;Yes;29;Month-to-month;Electronic check;51.6;No;> 2 anos;Manual
0913-XWSCN;No;55;Month-to-month;Bank transfer (automatic);85.5;No;> 2 anos;Automatico
6825-UYPFK;No;23;Month-to-month;Bank transfer (automatic);75.6;Yes;1-2 anos;Automatico
8397-MVTAZ;No;34;Month-to-month;Electronic check;100.05;Yes;> 2 anos;Manual
0750-EBAIU;No;52;One year;Electronic check;91.25;No;> 2 anos;Manual
8606-CIQUL;Yes;72;Two year;Credit card (automatic);115.75;No;> 2 anos;Automatico
3571-DPYUH;No;58;One year;Credit card (automatic);94.7;No;> 2 anos;Automatico
7601-GNDYK;No;35;Two year;Mailed check;19.6;No;> 2 anos;Manual
0356-OBMAC;Yes;56;Two year;Bank transfer (automatic);99.9;No;> 2 anos;Automatico
8067-NIOYM;No;24;Two year;Credit card (automatic);21.1;No;> 2 anos;Automatico
1403-GYAFU;No;70;Two year;Credit card (automatic);20.05;No;> 2 anos;Automatico
4234-XTNEA;No;2;Month-to-month;Electronic check;79.95;No;< 1 ano;Manual
1297-VQDRP;Yes;68;One year;Credit card (automatic);107.15;No;> 2 anos;Automatico
9282-IZGQK;No;1;Month-to-month;Electronic check;85;Yes;< 1 ano;Manual
5348-CAGXB;No;12;Month-to-month;Electronic check;89.55;No;1-2 anos;Manual
0621-HJWXJ;No;63;Month-to-month;Bank transfer (automatic);81.55;No;> 2 anos;Automatico
5844-QVTAT;No;33;One year;Mailed check;58.45;No;> 2 anos;Manual
8905-IAZPF;No;69;One year;Credit card (automatic);95.65;No;> 2 anos;Automatico
5394-MEITZ;No;60;Two year;Bank transfer (automatic);80.6;No;> 2 anos;Automatico
6859-QNXIQ;No;72;Two year;Bank transfer (automatic);113.1;No;> 2 anos;Automatico
2782-LFZVW;No;11;Month-to-month;Mailed check;58.95;No;< 1 ano;Manual
2866-IKBTM;No;1;Month-to-month;Mailed check;19.55;No;< 1 ano;Manual
1342-JPNKI;No;10;Month-to-month;Bank transfer (automatic);86.05;Yes;< 1 ano;Automatico
2817-NTQDO;No;13;Month-to-month;Credit card (automatic);45.55;Yes;1-2 anos;Automatico
7129-AZJDE;No;34;One year;Bank transfer (automatic);78.95;No;> 2 anos;Automatico
6986-IJDHX;No;39;Month-to-month;Mailed check;86.3;Yes;> 2 anos;Manual
2560-PPCHE;No;65;One year;Bank transfer (automatic);105.05;No;> 2 anos;Automatico
4676-MQUEA;Yes;50;One year;Bank transfer (automatic);101.9;No;> 2 anos;Automatico
8138-EALND;No;15;Month-to-month;Mailed check;19.75;No;1-2 anos;Manual
3580-HYCSP;No;72;Two year;Bank transfer (automatic);110.3;No;> 2 anos;Automatico
1352-HNSAW;No;72;Two year;Bank transfer (automatic);115.6;No;> 2 anos;Automatico
2075-PUEPR;No;55;Two year;Bank transfer (automatic);19.35;No;> 2 anos;Automatico
1982-FEBTD;No;23;Two year;Credit card (automatic);25.6;No;1-2 anos;Automatico
5301-GAUUY;No;32;Month-to-month;Bank transfer (automatic);80.35;Yes;> 2 anos;Automatico
5791-KAJFD;No;56;One year;Bank transfer (automatic);68.75;No;> 2 anos;Automatico
2654-VBVPB;No;1;Month-to-month;Bank transfer (automatic);19.9;No;< 1 ano;Automatico
1154-HYWWO;No;38;One year;Mailed check;70.6;No;> 2 anos;Manual
2501-XWWTZ;No;11;Month-to-month;Electronic check;70.2;No;< 1 ano;Manual
3716-UVSPD;No;1;Month-to-month;Electronic check;49.3;No;< 1 ano;Manual
6815-ABQFQ;No;56;One year;Electronic check;107.25;No;> 2 anos;Manual
7343-EOBEU;No;3;Month-to-month;Mailed check;23.6;No;< 1 ano;Manual
3701-SFMUH;No;7;Month-to-month;Credit card (automatic);69.7;No;< 1 ano;Automatico
6103-LIANB;No;59;Two year;Credit card (automatic);99.5;No;> 2 anos;Automatico
7319-VENRZ;No;7;Month-to-month;Bank transfer (automatic);64.3;No;< 1 ano;Automatico
5846-NEQVZ;No;71;Two year;Credit card (automatic);70.85;No;> 2 anos;Automatico
6967-QIQRV;No;15;One year;Electronic check;101.9;No;1-2 anos;Manual
5781-RFZRP;No;71;Two year;Credit card (automatic);73.5;No;> 2 anos;Automatico
0939-YAPAF;No;35;Month-to-month;Electronic check;100.25;Yes;> 2 anos;Manual
0308-IVGOK;No;11;One year;Credit card (automatic);40.4;No;< 1 ano;Automatico
7293-LSCDV;No;60;Two year;Credit card (automatic);19.25;No;> 2 anos;Automatico
7025-WCBNE;Yes;47;Two year;Bank transfer (automatic);59.6;No;> 2 anos;Automatico
5756-JYOJT;No;11;One year;Credit card (automatic);64.9;No;< 1 ano;Automatico
4710-FDUIZ;No;56;One year;Credit card (automatic);100.3;Yes;> 2 anos;Automatico
6030-REHUX;Yes;28;Month-to-month;Electronic check;110.85;No;> 2 anos;Manual
9548-LIGTA;No;61;Two year;Mailed check;81.05;No;> 2 anos;Manual
5150-LJNSR;No;31;One year;Bank transfer (automatic);98.05;No;> 2 anos;Automatico
8270-RKSAP;No;9;Month-to-month;Electronic check;70.5;No;< 1 ano;Manual
6522-YRBXD;Yes;35;Month-to-month;Electronic check;94.55;No;> 2 anos;Manual
2640-LYMOV;No;2;Month-to-month;Mailed check;19.65;No;< 1 ano;Manual
1218-VKFPE;No;12;Month-to-month;Mailed check;19;Yes;1-2 anos;Manual
3627-FHKBK;No;1;Month-to-month;Mailed check;75.3;Yes;< 1 ano;Manual
2865-TCHJW;Yes;4;Month-to-month;Electronic check;89.2;Yes;< 1 ano;Manual
1423-BMPBQ;No;1;Month-to-month;Mailed check;19;No;< 1 ano;Manual
2393-DIVAI;No;3;Month-to-month;Mailed check;20;No;< 1 ano;Manual
5192-EBGOV;Yes;1;Month-to-month;Electronic check;85.7;Yes;< 1 ano;Manual
4568-KNYWR;No;52;Two year;Credit card (automatic);63.25;No;> 2 anos;Automatico
8752-IMQOS;No;5;One year;Mailed check;20.1;No;< 1 ano;Manual
0742-LAFQK;No;72;Two year;Electronic check;99.15;No;> 2 anos;Manual
0795-LAFGP;No;71;Two year;Electronic check;90.4;No;> 2 anos;Manual
0619-OLYUR;No;72;Two year;Credit card (automatic);111.9;No;> 2 anos;Automatico
5512-IDZEI;No;46;One year;Electronic check;24.9;No;> 2 anos;Manual
0459-SPZHJ;No;63;Two year;Credit card (automatic);83.5;No;> 2 anos;Automatico
0215-BQKGS;No;30;Month-to-month;Credit card (automatic);84.3;No;> 2 anos;Automatico
9244-ZVAPM;No;1;Month-to-month;Mailed check;45.6;No;< 1 ano;Manual
0719-SYFRB;No;12;Month-to-month;Mailed check;61.65;Yes;1-2 anos;Manual
8208-EUMTE;No;16;Two year;Mailed check;54.85;No;1-2 anos;Manual
